state,dist,year,dem,redist1,redist2,vote_P0,cand_dwnom0,prim_total0,vote_P1,cand_dwnom1,fully_open_general,this_primary_open,this_primary_open_other_inc,this_primary_inc_other_open,both_primaries_inc,tot_amountQ,tot_amountY,absdist,rv,treat,rv_treat,dv,margin,rv2,rv3,rv4,prim_total_winner,prim_pac_share,prim_share,winner_score,inc_winner,party_share,group_share,pnv,lag_pnv,dv_win,lag_dv_party,vote_G_comb,lag_dv_vote,lag_dv_pac,dv2,dv_win2,dv3,dv_win3,dv4,dv_win4,dv5,dv_win5,dv_lag,dv_win_lag,safe_for_party,competitive,dwnom1,dw1,dw2,dw3,dw4,dw_lag,cov2dc,qual_D,qual_R,qual,winner_hall_snyder_score,wnom1,lag_wnom1,abs_lag_wnom,abs_dw_lag,winner_female,winner_share
AR,1,1990,1,98,103,0.5429437160491943,-0.12317563593387604,255875,0.45705628395080566,0.18344751000404358,0,0,0,1,0,108450,1100,0.3066231608390808,0.042943716049194336,1,0.042943716049194336,0.6430804133415222,0.042943716049194336,0.0018441627034917474,7.919520430732518e-5,3.400936293473933e-6,255875,0.9291874766349792,0.9290019273757935,-0.12317563593387604,1,0.00972564797848463,0.9588605165481567,0.4584299623966217,0.4584299623966217,1,0,0.6430804133415222,1,0.9509075284004211,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,-0.4970000088214874,NA,NA,NA,NA,-0.4729999899864197,0.7572348117828369,0,0,0,-0.12317563593387604,-0.4174165725708008,0.3262976109981537,0.3262976109981537,0.4729999899864197,0,0.9290019273757935
AR,1,1992,1,103,108,0.38831767439842224,-0.12317563593387604,163863,0.6116823554039001,0.00792716071009636,0,0,0,1,0,102147.21875,16773.01171875,0.1311028003692627,-0.11168232560157776,0,0,0.6982948780059814,0.11168232560157776,0.012472941540181637,-0.0013930071145296097,1.5557427832391113e-4,27340,0.8785553574562073,0.8570106029510498,0.00792716071009636,0,0.13339409232139587,0.8123666644096375,0.5996230244636536,NA,1,NA,0.6982948780059814,NA,NA,0.534026026725769,1,0.5434760451316833,1,1,1,0.6022242903709412,1,NA,NA,0,1,-0.16500000655651093,-0.16500000655651093,-0.24199999868869781,-0.25600001215934753,-0.27000001072883606,NA,0.709881603717804,0,0,0,0.00792716071009636,-0.14204855263233185,NA,NA,NA,1,0.142989382147789
AR,2,1984,1,98,103,0.46664756536483765,-0.2653239071369171,53381,0.5333524346351624,-0.021022537723183632,1,1,0,0,0,79816.3125,8489.8388671875,0.24430136382579803,-0.033352434635162354,0,0,0.531761884689331,0.033352434635162354,0.001112384838052094,-3.710074452101253e-5,1.237400169884495e-6,12700,0.8781705498695374,0.8078116178512573,-0.021022537723183632,0,0.09201215952634811,0.8650424480438232,0.4136933982372284,0.4136933982372284,1,NA,0.531761884689331,NA,NA,0.757470965385437,1,0.8345802426338196,1,0.6041361093521118,1,NA,NA,0.46142759919166565,0,0,1,-0.01899999938905239,-0.01899999938905239,0.25200000405311584,-0.2930000126361847,NA,0.2590000033378601,0.6263917684555054,1,1,1,-0.021022537723183632,0.06513107568025589,0.41852205991744995,0.41852205991744995,0.2590000033378601,0,0.19218838214874268
AR,2,1996,1,103,108,0.5131742358207703,-0.1339070051908493,48026,0.4868257939815521,-0.13153083622455597,1,1,0,0,0,131562.171875,50230.78515625,0.002376168966293335,0.013174235820770264,1,0.013174235820770264,0.5234583616256714,0.013174235820770264,1.7356048920191824e-4,2.286526751049678e-6,3.012324256701504e-8,48026,0.5768136382102966,0.6108157634735107,-0.1339070051908493,0,0.26662304997444153,0.6983268857002258,0.5665914416313171,0.5665914416313171,1,0.09201215952634811,0.5234583616256714,0.531761884689331,0.8650424480438232,0.5795584321022034,1,0.5753799080848694,1,NA,NA,NA,NA,0.5738211274147034,1,0,1,-0.26499998569488525,-0.26100000739097595,-0.25699999928474426,NA,NA,-0.3479999899864197,0.6266973614692688,1,0,1,-0.1339070051908493,-0.580565333366394,-0.5554702281951904,0.5554702281951904,0.3479999899864197,0,0.6108157634735107
AR,2,2010,1,108,1000,0.5375880599021912,-0.33045250177383423,74575,0.4624119699001312,-0.0726049467921257,1,1,0,0,0,65938.6015625,2443.102783203125,0.25784754753112793,0.03758805990219116,1,0.03758805990219116,0.3979080617427826,0.03758805990219116,0.0014128622133284807,5.310674896463752e-5,1.9961796624556882e-6,74575,0.7893258333206177,0.7990891933441162,-0.33045250177383423,0,0.03252577409148216,0.8778607845306396,0.4669140577316284,0.4669140577316284,0,0.26662304997444153,0.3979080617427826,0.5234583616256714,0.6983268857002258,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0.5740000009536743,NA,NA,NA,NA,-0.2409999966621399,NA,1,0,1,-0.33045250177383423,0.6067997813224792,-0.46928319334983826,0.46928319334983826,0.2409999966621399,1,0.7990891933441162
AR,4,1992,1,103,108,0.49008500576019287,0.002306709298864007,374859,0.5099149942398071,0.004693804774433374,0,0,0,1,0,73175.234375,28441.921875,0.0023870954755693674,-0.009914994239807129,0,0,0.47663331031799316,0.009914994239807129,9.830710769165307e-5,-9.747144531502272e-7,9.664288036503876e-9,87547,0.8153679966926575,0.8106707334518433,0.004693804774433374,0,0.2627452611923218,0.6759896874427795,0.602877676486969,NA,0,NA,0.47663331031799316,NA,NA,0.4819384217262268,0,0.36497148871421814,0,0.42521217465400696,0,0.5097237825393677,1,NA,NA,1,0,0.4410000145435333,0.4410000145435333,0.4410000145435333,0.4410000145435333,-0.21799999475479126,NA,0.681297242641449,1,1,1,0.004693804774433374,0.6014173626899719,NA,NA,NA,0,0.18932929635047913
AZ,1,1994,0,103,108,0.38971078395843506,0.1901266723871231,53642,0.22287407517433167,-0.030655601993203163,1,1,0,0,0,83485.7265625,57474.48828125,0.22078227996826172,0.13617438077926636,1,0.13617438077926636,0.5961378812789917,0.13617438077926636,0.018543461337685585,0.002525144489482045,3.4385998151265085e-4,53642,0.8018814325332642,0.8159595727920532,0.1901266723871231,0,0.38305777311325073,0.5564182996749878,0.4752391278743744,0.4752391278743744,1,NA,0.5961378812789917,NA,NA,0.6018227338790894,1,0.6462327241897583,1,0.5585157871246338,1,NA,NA,0.4650019407272339,0,0,1,0.7699999809265137,0.7699999809265137,0.7699999809265137,0.9729999899864197,NA,-0.22699999809265137,0.2496752142906189,1,1,1,0.1901266723871231,0.7865409851074219,-0.22809986770153046,0.22809986770153046,0.22699999809265137,0,0.8159595727920532
AZ,1,2000,0,103,108,0.3179832994937897,0.2970523536205292,2000,0.2371819168329239,0.14040009677410126,1,1,0,0,0,56229.08203125,3415.505126953125,0.15665225684642792,0.07277238368988037,1,0.07277238368988037,0.558515727519989,0.07277238368988037,0.005295819602906704,3.853894304484129e-4,2.8045707949786447e-5,2000,0.06896551698446274,0.0625,0.2970523536205292,0,0.05505530163645744,0.9063692688941956,0.4752391278743744,0.4752391278743744,1,0.38305777311325073,0.558515727519989,0.5961378812789917,0.5564182996749878,NA,NA,NA,NA,NA,NA,NA,NA,0.6462327241897583,1,0,1,0.9729999899864197,NA,NA,NA,NA,0.7699999809265137,0.24777176976203918,0,0,0,0.2970523536205292,0.9389761090278625,0.8749030232429504,0.8749030232429504,0.7699999809265137,0,0.0625
AZ,1,2002,1,108,1000,0.21721920371055603,-0.3448501229286194,68657,0.16070765256881714,-0.2368479073047638,1,1,0,0,0,83218.6328125,3855.61376953125,0.10800221562385559,0.07476520538330078,1,0.07476520538330078,0.48117950558662415,0.07476520538330078,0.005589835811406374,4.1792524280026555e-4,3.124626528006047e-5,68657,0.5779816508293152,0.7490644454956055,-0.3448501229286194,0,0.032563477754592896,0.7028421759605408,0.4544897973537445,NA,0,NA,0.48117950558662415,NA,NA,0.38225504755973816,0,0.4563773274421692,0,0.5863086581230164,1,0.4679720401763916,0,NA,NA,0,1,0.41100001335144043,0.41100001335144043,0.41100001335144043,-0.07000000029802322,0.7260000109672546,NA,0.4104836583137512,0,0,0,-0.3448501229286194,0.4936685562133789,NA,NA,NA,0,0.7490644454956055
AZ,1,2002,0,108,1000,0.2050016075372696,0.42834943532943726,23148,0.2442631721496582,0.2205880582332611,1,1,0,0,0,114031.5703125,102118.1875,0.20776137709617615,-0.04369533061981201,0,0,0.5188205242156982,0.04369533061981201,0.00190928194206208,-8.342670480487868e-5,3.6453575376071967e-6,68622,0.38462844491004944,0.25223928689956665,0.2205880582332611,0,0.44976577162742615,0.5022366642951965,0.4544897973537445,NA,1,NA,0.5188205242156982,NA,NA,0.6177449226379395,1,0.5436226725578308,1,0.41369134187698364,0,0.5320279598236084,1,NA,NA,0,1,0.41100001335144043,0.41100001335144043,0.41100001335144043,-0.07000000029802322,0.7260000109672546,NA,0.4104836583137512,0,0,0,0.2205880582332611,0.4936685562133789,NA,NA,NA,0,0.7477607131004333
AZ,4,1986,0,98,103,0.28143110871315,0.20010843873023987,6500,0.5943184494972229,0.17881064116954803,1,1,0,0,0,124489.3671875,5709.77734375,0.021297797560691833,-0.1786397397518158,0,0,0.6457504630088806,0.1786397397518158,0.03191215544939041,-0.0057007791474461555,0.0010183857521042228,81449,0.08029187470674515,0.07390646636486053,0.17881064116954803,0,0.039593152701854706,0.8632432222366333,0.31548380851745605,0.31548380851745605,1,NA,0.6457504630088806,NA,NA,1,1,0.6134069561958313,1,NA,NA,NA,NA,1,1,1,0,0.5450000166893005,0.5450000166893005,0.5450000166893005,NA,NA,0.37700000405311584,0.24254608154296875,0,0,0,0.17881064116954803,0.8049664497375488,0.4069090485572815,0.4069090485572815,0.37700000405311584,0,0.9260935187339783
AZ,4,1994,0,103,108,0.20693470537662506,0.21005842089653015,16450,0.43100279569625854,0.17466318607330322,1,1,0,0,0,62930.0234375,31094.60546875,0.03539523482322693,-0.17561915516853333,0,0,0.625899612903595,0.17561915516853333,0.030842088162899017,-0.005416461266577244,9.512343676760793e-4,32378,0.39421969652175903,0.3368968665599823,0.17466318607330322,0,0.30310168862342834,0.6134245991706848,0.5131691694259644,0.5131691694259644,1,0.039593152701854706,0.625899612903595,0.6457504630088806,0.8632432222366333,0.6678086519241333,1,0.674648642539978,1,0.6616241931915283,1,NA,NA,0.6889758706092834,1,0,1,0.777999997138977,0.8040000200271606,0.8309999704360962,0.8579999804496765,NA,0.5450000166893005,0.24967481195926666,0,0,0,0.17466318607330322,0.9542990326881409,0.6957400441169739,0.6957400441169739,0.5450000166893005,0,0.6631031632423401
AZ,5,2000,1,103,108,0.5245239734649658,-0.2907457947731018,40000,0.4754760265350342,-0.2772360146045685,0,1,1,0,0,35065.85546875,0,0.013509780168533325,0.02452397346496582,1,0.02452397346496582,0.3699289858341217,0.02452397346496582,6.01425301283598e-4,1.4749337424291298e-5,3.617123525145871e-7,40000,0.987500011920929,0.9876543283462524,-0.2907457947731018,0,0,0.9878337979316711,0.49629151821136475,0.49629151821136475,0,NA,0.3699289858341217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46686360239982605,0,0,1,0.45100000500679016,NA,NA,NA,NA,0.4320000112056732,0.17276212573051453,1,1,1,-0.2907457947731018,0.5678808689117432,0.5079238414764404,0.5079238414764404,0.4320000112056732,0,0.9876543283462524
AZ,5,2008,0,108,1000,0.2949538826942444,0.4153110384941101,12500,0.2737954556941986,-0.030655601993203163,0,1,1,0,0,7891.6689453125,464688.78125,0.4459666311740875,0.018600881099700928,1,0.018600881099700928,0.45046424865722656,0.018600881099700928,3.459927684161812e-4,6.435770501411753e-6,1.1971100377650146e-7,12500,0.517241358757019,0.6189344525337219,0.4153110384941101,0,0.9780593514442444,0.01661008596420288,0.46464645862579346,0.46464645862579346,0,NA,0.45046424865722656,NA,NA,0.5460734367370605,1,NA,NA,NA,NA,NA,NA,0.4794968366622925,0,0,1,-0.028999999165534973,0.8889999985694885,NA,NA,NA,-0.028999999165534973,NA,1,1,1,0.4153110384941101,-0.019113143905997276,-0.038739267736673355,0.038739267736673355,0.028999999165534973,0,0.6189344525337219
AZ,5,2010,0,108,1000,0.37232735753059387,0.4153110384941101,16000,0.24140289425849915,-0.030655601993203163,0,1,1,0,0,493768.6875,781687.375,0.4459666311740875,0.10666286945343018,1,0.10666286945343018,0.5460734367370605,0.10666286945343018,0.011376967653632164,0.0012135000433772802,1.2943540059495717e-4,16000,0.7692307829856873,0.8290155529975891,0.4153110384941101,0,0.6066496968269348,0.38320258259773254,0.46464645862579346,0.46464645862579346,1,0.9780593514442444,0.5460734367370605,0.45046424865722656,0.01661008596420288,NA,NA,NA,NA,NA,NA,NA,NA,0.45046424865722656,0,0,1,0.8889999985694885,NA,NA,NA,NA,-0.028999999165534973,NA,1,1,1,0.4153110384941101,0.8514668941497803,-0.019113143905997276,0.019113143905997276,0.028999999165534973,0,0.8290155529975891
AZ,6,1992,1,103,108,0.4396345913410187,-0.22166863083839417,23900,0.29529520869255066,-0.17855103313922882,1,1,0,0,0,65023.94921875,4657.8759765625,0.043117597699165344,0.09819942712783813,1,0.09819942712783813,0.5613961219787598,0.09819942712783813,0.009643127210438251,9.469495853409171e-4,9.298991062678397e-5,23900,0.38891372084617615,0.4087216854095459,-0.22166863083839417,0,0.06246096268296242,0.8719550371170044,0.4637746810913086,NA,1,NA,0.5613961219787598,NA,NA,0.43168365955352783,0,0.4948541522026062,0,0.45153725147247314,0,0.3671712875366211,0,NA,NA,0,1,-0.2930000126361847,0.6200000047683716,0.6449999809265137,0.6690000295639038,0.6940000057220459,NA,NA,1,0,1,-0.22166863083839417,-0.3664989769458771,NA,NA,NA,1,0.4087216854095459
AZ,6,1992,0,103,108,0.44773736596107483,0.3507516384124756,13010,0.30409619212150574,0.1323852390050888,1,1,0,0,0,32865.97265625,49814.12109375,0.21836639940738678,0.09552723169326782,1,0.09552723169326782,0.43860384821891785,0.09552723169326782,0.009125451557338238,8.717291639186442e-4,8.327387331519276e-5,13010,0.24882934987545013,0.5297231078147888,0.3507516384124756,0,0.5642992854118347,0.37230899930000305,0.4637746810913086,NA,0,NA,0.43860384821891785,NA,NA,0.5683163404464722,1,0.5051458477973938,1,0.5484627485275269,1,0.6328287124633789,1,NA,NA,0,1,-0.2930000126361847,0.6200000047683716,0.6449999809265137,0.6690000295639038,0.6940000057220459,NA,NA,1,0,0,0.3507516384124756,-0.3664989769458771,NA,NA,NA,0,0.5297231078147888
